م. رف,م. مجموعة,م. التصنيف,التصنيف,اسم الكتاب,الجزء,السلسلة,لقب المؤلف,اسم المؤلف,لقب المترجم,اسم المترجم,الناشر,سنة النشر,الطبعة,الرقم العام,الرقم الخاص,تصنيف الكتاب
111,1,9,أ,البابا القادم في الكنيسة المصرية - مصير الأقباط في مصر,,,,أسامة سلامة,,,دار الخيال,1998,1,8696,261,وطنية الكنيسة القبطية وعلاقتها بالآخرين
111,1,10,أ,الوحدة الوطنية نعم أم لا؟ - مجموعة مقالات,,مكتبة الأسرة - سلسلة العلوم الاجتماعية,دكتور,رفعت السعيد,,,الهيئة المصرية العامة للكتاب,2010,,12086,322,وطنية الكنيسة القبطية وعلاقتها بالآخرين
111,1,11,أ,الأقباط - الكنيسة أم الوطن,,مكتبة الأسرة - سلسلة العلوم الاجتماعية,,عبد اللطيف المناوي,,,الهيئة المصرية العامة للكتاب,2007,,10261,276,وطنية الكنيسة القبطية وعلاقتها بالآخرين
111,1,12,أ,النموذج المصري للوحدة الوطنية,,مكتبة الأسرة - الأعمال الفكرية,دكتور,إدوار غالي الدهبي,,,الهيئة المصرية العامة للكتاب,1998,,6011,320,وطنية الكنيسة القبطية وعلاقتها بالآخرين
111,1,13,أ,الفتنة الطائفية في مصر - جذورها وأسبابها - دراسة تاريخية ورؤية تحليلية,,,,جمال بدوي,,,الزهراء للإعلام العربي,1992,1,11390,320,وطنية الكنيسة القبطية وعلاقتها بالآخرين
111,1,14,أ,الحافة الحادة - الكنائس وقضايا المجتمع,,,,مارك إلينجسن,,بهيج يوسف,دار الثقافة,1997,,5279,261,وطنية الكنيسة القبطية وعلاقتها بالآخرين
111,1,15,أ,الأقباط في السياسة المصرية - مكرم عبيد ودوره في الحركة الوطنية,,,دكتور,مصطفى الفقي,,,الهيئة المصرية العامة للكتاب,2009,,11324,322,وطنية الكنيسة القبطية وعلاقتها بالآخرين
111,1,16,أ,الأقباط في الحياة السياسية المصرية,,,دكتورة,سميرة بحر,,,مكتبة الأنجلو المصرية,1984,2,8825,261,وطنية الكنيسة القبطية وعلاقتها بالآخرين
111,1,17,أ,مصر والأقباط في مائة عام,,,,رشدي أمين الطوخي,,,جمعية التوفيق القبطية بالقاهرة,1991,,4176,261,وطنية الكنيسة القبطية وعلاقتها بالآخرين
111,1,18,أ,المسيحية والقضايا المعاصرة,,,الدكتور القس,جون ستوت,,نجيب جرجور,دار الثقافة,1993,,5281,261,وطنية الكنيسة القبطية وعلاقتها بالآخرين
111,1,19,أ,أيام السجن والصلاة - صفحات من ذكريات الأساقفة والكهنة في سجون سبتمبر 1981,,,,روبير الفارس,,,المؤلف,2008,2,15865,261,وطنية الكنيسة القبطية وعلاقتها بالآخرين
111,1,20,أ,مشاكل الأقباط في مصر وحلولها,,,دكتور,نبيل لوقا بباوي,,,,,,10294,261,وطنية الكنيسة القبطية وعلاقتها بالآخرين
111,1,21,أ,الأقباط والتعليم في مصر الحديثة,,,دكتور,سليمان نسيم,,,أسقفية الدراسات العليا اللاهوتية والثقافة القبطية والبحث العلمي,,,4737,270,وطنية الكنيسة القبطية وعلاقتها بالآخرين
111,1,22,أ,أقباط المهجر - دراسة ميدانية حول هموم الوطن والمواطنة,,,,مجدي خليل,,,دار الخيال,1999,1,7272,285,وطنية الكنيسة القبطية وعلاقتها بالآخرين
111,1,23,أ,المشاركة الوطنية للأقباط في العصر الحديث - الجزء الأول: عهد البابا كيرلس الخامس,,,,أمير نصر,,,أسقفية الشباب - المركز القبطي للدراسات الاجتماعية,1998,,10442,322,وطنية الكنيسة القبطية وعلاقتها بالآخرين
111,1,24,أ,قبطي شاهد على العصر,,,المحامي,زكي شنودة,,,نبيل عدلي متياس,1992,,2151,261,وطنية الكنيسة القبطية وعلاقتها بالآخرين
111,1,25,أ,القول اليقين في مسألة الأقباط الأرثوذكسيين - أحداث هامة في حياة البابا كيرلس الخامس - إعادة نشر مطابق للطبعة الأولى,,,,يوسف منقريوس,,,المؤلف,,,15838,262,وطنية الكنيسة القبطية وعلاقتها بالآخرين
111,1,26,أ,القول اليقين في مسألة الأقباط الأرثوذكسيين - أحداث هامة في حياة البابا كيرلس الخامس,,,,يوسف منقريوس,,,المؤلف,1893,1,15839,262,وطنية الكنيسة القبطية وعلاقتها بالآخرين
112,1,1,ب,سؤال وجواب (اتهامات توجه للمسيحيين من المجتمع),,,القمص,صليب حكيم,,,كنيسة الشهيد مارجرجس بالحضرة - الإسكندرية,2003,,15868,322,وطنية الكنيسة القبطية وعلاقتها بالآخرين
112,1,2,ب,الفكر الديني والمواطنة - محاضرات,,,"الدكتور
الدكتور القس
الدكتور","محمد علي محجوب
صموئيل حبيب
أحمد كمال أبو المجد",,,دار الثقافة,1994,,1531,322,وطنية الكنيسة القبطية وعلاقتها بالآخرين
112,1,3,ب,رسالة إلى قداسة البابا بمناسبة الذكرى التسعمائة لإعلان حروب الفرنجة,,,دكتور,جورج جبور,,,دار الكنوز الأدبية - بيروت,1995,1,4166,320,وطنية الكنيسة القبطية وعلاقتها بالآخرين
112,1,4,ب,مقالات بين السياسة والدين,,,الأب,متى المسكين,,,دير القديس أنبا مقار,1987,3,3140,261,وطنية الكنيسة القبطية وعلاقتها بالآخرين
112,1,5,ب,فرّق ... تسد - الوحدة الوطنية وألخلاق القومية,,,دكتور,زغيب ميخائيل,,,,,,12395,261,وطنية الكنيسة القبطية وعلاقتها بالآخرين
112,1,6,ب,الكنيسة والدولة,,,الدكتور القس,صموئيل حبيب,,,دار الثقافة,1990,,1530,322,وطنية الكنيسة القبطية وعلاقتها بالآخرين
112,1,7,ب,المسيحية السياسية في مصر - مدخل إلى التيارات السياسية لدى الأقباط مع وثائق جديدة,,,دكتور,رفيق حبيب,,,يافا للدراسات والنشر,1990,,9212,261,وطنية الكنيسة القبطية وعلاقتها بالآخرين
112,1,8,ب,الشباب بين الاغتراب والانتماء,,,الأسقف العام,الأنبا موسى,,,أسقفية الشباب,1994,1,6463,261,وطنية الكنيسة القبطية وعلاقتها بالآخرين
112,1,9,ب,فضيلة الانتماء من منظار مسيحي,,,دياكون دكتور,ميخائيل مكسي إسكندر,,,لجنة التحرير والنشر بمطرانية بني سويف,1995,,6121,241,وطنية الكنيسة القبطية وعلاقتها بالآخرين
112,1,10,ب,مدرسة حب الوطن,2,الإيمان - الثقافة - المجتمع,دكتور,وليم سليمان قلادة,,,أسقفية الشباب,1993,1,2565,322,وطنية الكنيسة القبطية وعلاقتها بالآخرين
112,1,11,ب,مدرسة حب الوطن,2,الإيمان - الثقافة - المجتمع,دكتور,وليم سليمان قلادة,,,أسقفية الشباب,1997,2,5751,322,وطنية الكنيسة القبطية وعلاقتها بالآخرين
112,1,12,ب,الكنيسة والمعركة (حول أكتوبر 1973),,,"دكتور
","يوسف خليل يوسف
فيكتور يونان نخلة",,,مكتبة المحبة,1973,,4920,261,وطنية الكنيسة القبطية وعلاقتها بالآخرين
112,1,13,ب,الخروج من نفق الطائفية - هموم الأقباط,,,,سامح فوزي,,,مركز ابن خلدون للدراسات الإنمائية,1998,,8362,261,وطنية الكنيسة القبطية وعلاقتها بالآخرين
112,1,1,ج,القبطي شاهد وشهيد,,,الراهب القس,جبرائيل السرياني,,,,1999,,6690,272,وطنية الكنيسة القبطية وعلاقتها بالآخرين
112,1,2,ج,فضيلتا الانتماء والولاء,14,الموسوعة الروحية الشاملة,دياكون دكتور,ميخائيل مكسي إسكندر,,,مكتبة المحبة,2003,,15869,261,وطنية الكنيسة القبطية وعلاقتها بالآخرين
112,1,3,ج,الأقباط والمواطنة,,,القس,رافائيل ثروت,,,,2013,1,15870,261,وطنية الكنيسة القبطية وعلاقتها بالآخرين
112,1,1,د,حد السيف - الأقباط بعد 25 يناير,,,,فيليب كامل,,,,2011,1,15871,261,وطنية الكنيسة القبطية وعلاقتها بالآخرين
112,2,1,ب,مختصر تاريخ طائفة الروم الملكيين الكاثوليكيين,,,,,,,,1884,,15872,262,تاريخ الطوائف المسيحية
112,2,2,ب,تاريخ الطائفة المارونية,,,بطريرك أنطاكية,مار اسطفان الدويهي,,,المطبعة الكاثوليكية للآباء اليسوعيين,1890,,15873,262,تاريخ الطوائف المسيحية
112,2,3,ب,تاريخ الإصلاح - المجلد الثاني,,,,,,,,,,15874,262,تاريخ الطوائف المسيحية
112,2,1,ج,تاريخ الحركة المسكونية - (1) قبل المجمع الفاتيكاني الثاني,3,موسوعة المعرفة المسيحية - تاريخ كنيسة,الأب,روبير كليمان اليسوعي,الأب ,صبحي حموي اليسوعي,دار المشرق - بيروت,1991,1,2779,262,تاريخ الطوائف المسيحية
112,2,2,ج,تاريخ الحركة المسكونية - (2) بعد المجمع الفاتيكاني الثاني,4,موسوعة المعرفة المسيحية - تاريخ كنيسة,الأب,روبير كليمان اليسوعي,الأب ,صبحي حموي اليسوعي,دار المشرق - بيروت,1991,1,2780,262,تاريخ الطوائف المسيحية
112,3,1,أ,القدس - مدينة واحدة عقائد ثلاث,,,,كارين أرمسترونج,"دكتورة
دكتور","فاطمة نصر
محمد عناني",,1998,1,6134,296,القدس مدينة وكنيسة
112,3,2,أ,القدس ,,,,راهب من برية شيهيت,,,دير البراموس,2000,2,7559,939,القدس مدينة وكنيسة
112,3,3,أ,القدس - دراسة ممتعة لتاريخ وآثار المدينة المقدسة مدعمة بالخرائط والصور,,,دكتور,ميخائيل مكسي إسكندر,,,كنيسة السيدة العذراء بالدقي,1986,,12786,933,القدس مدينة وكنيسة
112,3,4,أ,ألبوم صور ملونة لطريق الآلام وأهم مزارات القدس وبيت لحم,,,,,,,مكتبة المحبة,,,7852,939,القدس مدينة وكنيسة
112,3,5,أ,اليوبيل الفضي لرابطة القدس,,,,رابطة القدس,,,رابطة القدس,1969,,15875,939,القدس مدينة وكنيسة
112,3,6,أ,المقدسات الإنسانية تحت الاحتلال,,,,رابطة القدس,,,رابطة القدس,,,15876,939,القدس مدينة وكنيسة
112,3,1,ب,شلت يميني إن نسيتك يا أورشليم,80,,,رابطة القدس,,,رابطة القدس,1964,,15877,939,القدس مدينة وكنيسة
